yyyyddd, (0) Northern_Hemisphere, (1) Beaufort_Sea, (2) Chukchi_Sea, (3) East_Siberian_Sea, (4) Laptev_Sea, (5) Kara_Sea, (6) Barents_Sea, (7) Greenland_Sea, (8) Baffin_Bay_Gulf_of_St._Lawrence, (9) Canadian_Archipelago, (10) Hudson_Bay, (11) Central_Arctic, (12) Bering_Sea, (13) Baltic_Sea, (14) Sea_of_Okhotsk, (15) Yellow_Sea, (16) Cook_Inlet
 2020003,13114318.72, 1075226.19,  965227.06, 1089543.44,  894771.33,  928156.06,  552319.90,  558890.67,  849158.26,  854971.47, 1255122.31, 3235860.81,  432056.92,    9075.99,  403892.25,    6142.28,    2246.62
 2020004,13187722.92, 1075226.19,  965227.06, 1089543.44,  894771.33,  928138.28,  538157.81,  553498.49,  857892.56,  854971.47, 1256545.09, 3239718.14,  469636.20,    5943.96,  447798.64,    6746.05,    2246.62
 2020005,13150958.04, 1075226.19,  960680.44, 1089543.44,  894771.33,  921825.59,  523392.07,  561979.77,  836578.57,  854971.47, 1247070.17, 3241208.48,  479488.02,    8549.50,  444993.07,    6746.05,    2246.62
 2020006,13185500.83, 1075226.19,  964427.91, 1089543.44,  894771.33,  922242.28,  524818.76,  547066.23,  860279.97,  854971.47, 1255144.70, 3243649.22,  487088.64,   11420.99,  440391.48,    6746.05,    6024.91
 2020007,13219543.78, 1075226.19,  960436.44, 1089543.44,  894771.33,  918940.82,  507312.23,  503666.50,  921291.81,  854971.47, 1258463.39, 3238392.47,  497056.60,   11671.53,  473363.14,    6319.76,    6493.03
 2020008,13296537.50, 1075226.19,  965227.06, 1089543.44,  894771.33,  921558.25,  536483.65,  474382.66,  938978.05,  854971.47, 1260750.18, 3238392.47,  501062.43,    9348.78,  521400.59,    6319.76,    6493.03
 2020009,13214454.31, 1075226.19,  965227.06, 1089543.44,  894771.33,  925591.78,  487620.35,  466692.90,  937763.79,  854971.47, 1260750.18, 3218153.05,  487031.86,    7473.10,  526274.01,    9500.57,    6235.07
 2020010,13265137.58, 1075226.19,  965227.06, 1089543.44,  894771.33,  931494.08,  485160.91,  480639.62,  946266.30,  854971.47, 1260750.18, 3218545.39,  486856.91,    8278.56,  548306.40,   10767.33,    6575.06
 2020011,13310643.13, 1075226.19,  965227.06, 1089543.44,  894771.33,  931494.08,  485160.91,  480639.62,  957431.17,  854971.47, 1260750.18, 3218545.39,  475831.02,    8278.56,  582764.83,   17203.57,    6575.06
 2020012,13352858.62, 1075226.19,  965227.06, 1089543.44,  894771.33,  931151.12,  555705.46,  465929.18,  969754.24,  854971.47, 1260750.18, 3227849.75,  431573.98,    8566.86,  591910.51,   17203.57,    6575.06
 2020013,13449980.90, 1075226.19,  965227.06, 1089543.44,  894771.33,  931321.71,  576373.09,  483001.15, 1001458.28,  854971.47, 1260750.18, 3231766.59,  433676.13,    8597.03,  613301.43,   17203.57,    6575.06
 2020014,13542008.05, 1075226.19,  965227.06, 1089543.44,  894771.33,  931780.47,  615258.39,  480648.75, 1035801.92,  854971.47, 1260750.18, 3234285.30,  418209.17,    8597.03,  653620.52,    8974.12,   12586.45
 2020015,13599493.01, 1075226.19,  965227.06, 1089543.44,  894771.33,  931780.47,  603374.59,  493491.83, 1073484.08,  854971.47, 1260750.18, 3235805.14,  406365.12,    5462.92,  686681.72,    8617.33,   12190.57
 2020016,13707498.10, 1075226.19,  965227.06, 1089543.44,  894771.33,  932074.92,  635792.85,  506959.18, 1114707.93,  854971.47, 1260750.18, 3238878.23,  379704.26,    5462.92,  730951.62,    8545.27,   12190.57
 2020017,13747509.55, 1075226.19,  965227.06, 1089543.44,  894771.33,  932576.62,  636803.24,  515556.57, 1120635.83,  854971.47, 1260750.18, 3242619.57,  386437.21,    7589.93,  742333.75,    8539.26,   12190.57
 2020018,13804711.78, 1075226.19,  965227.06, 1089543.44,  894771.33,  932978.50,  651927.69,  522088.53, 1110593.63,  854971.47, 1260750.18, 3241548.16,  402486.71,    8148.07,  767974.97,    8539.26,   16199.25
 2020019,13934236.02, 1075226.19,  965227.06, 1089543.44,  894771.33,  932882.18,  642475.60,  522240.87, 1151990.76,  854971.47, 1260750.18, 3240670.16,  446661.53,    9503.86,  819716.63,    9743.99,   16199.25
 2020020,13971588.24, 1075226.19,  965227.06, 1089543.44,  894771.33,  932797.83,  632427.80,  502399.53, 1182877.83,  854971.47, 1260750.18, 3238824.85,  457399.70,    8921.40,  852532.21,    5663.69,   15578.83
 2020021,14026159.14, 1075226.19,  965227.06, 1089543.44,  894771.33,  931355.44,  629590.83,  536023.46, 1198997.62,  854971.47, 1260750.18, 3241401.61,  470273.36,    7109.27,  848657.83,    5046.49,   15578.83
 2020022,14112290.83, 1075226.19,  965227.06, 1089543.44,  894771.33,  931243.33,  634924.20,  539339.14, 1247566.36,  854971.47, 1260750.18, 3242545.67,  475524.82,    6823.23,  871995.16,    4371.70,   15779.27
 2020023,14155386.83, 1075226.19,  965227.06, 1089543.44,  894771.33,  932784.77,  657773.61,  516770.81, 1266313.36,  854971.47, 1260750.18, 3240985.44,  487104.19,    9823.87,  881013.94,    3646.66,   16702.26
 2020024,14105199.87, 1075226.19,  965227.06, 1089543.44,  894771.33,  933473.22,  640225.19,  517072.63, 1241191.55,  854971.47, 1260750.18, 3229748.16,  485516.79,    9070.15,  886085.35,    3646.66,   16702.26
 2020025,14144551.44, 1075226.19,  965227.06, 1089543.44,  894771.33,  932930.31,  694699.50,  520615.20, 1223673.39,  854971.47, 1260750.18, 3228292.49,  487469.06,    8286.80,  883058.00,    3646.66,   19133.17
 2020026,14212349.59, 1075226.19,  965227.06, 1089543.44,  894771.33,  933649.00,  744597.53,  502298.38, 1246755.44,  854971.47, 1260750.18, 3233802.25,  502974.49,    9251.53,  872477.32,    3646.66,   20025.59
 2020027,14253238.04, 1075226.19,  965227.06, 1089543.44,  894771.33,  934355.48,  758416.89,  481598.02, 1263407.23,  854971.47, 1260750.18, 3232506.18,  520413.28,   13162.55,  879339.26,    7225.83,   19591.51
 2020028,14273685.88, 1075226.19,  965227.06, 1089543.44,  894771.33,  934355.48,  772595.54,  477201.15, 1261342.46,  854971.47, 1260750.18, 3226765.49,  540598.87,   11450.89,  879339.26,    7225.83,   19591.51
 2020029,14312517.24, 1075226.19,  965227.06, 1089543.44,  894771.33,  934355.48,  775052.13,  468198.62, 1246877.27,  854971.47, 1260750.18, 3219256.14,  568917.53,   12766.35,  921913.94,    1744.30,   20339.55
 2020030,14332904.40, 1075226.19,  965227.06, 1089543.44,  894771.33,  934355.48,  777545.31,  479035.74, 1256631.11,  854971.47, 1260750.18, 3213757.84,  588741.19,   12766.35,  896965.23,    9772.62,   20912.15
 2020031,14457276.78, 1075226.19,  965227.06, 1089543.44,  894771.33,  934355.48,  774311.48,  498492.84, 1301673.03,  854971.47, 1260750.18, 3222147.34,  623742.59,   12026.84,  918445.94,    8758.85,   20912.15
 2020032,14385172.95, 1075226.19,  965227.06, 1089543.44,  894771.33,  934355.48,  688898.71,  509071.53, 1271877.32,  854971.47, 1260750.18, 3224574.83,  636231.77,   12026.84,  936055.24,    8758.85,   20912.15
 2020033,14338048.39, 1075226.19,  965227.06, 1089543.44,  894771.33,  934355.48,  668982.59,  523790.17, 1271877.32,  854971.47, 1260750.18, 3232175.73,  620377.80,   12026.84,  902401.32,    8758.85,   20912.15
 2020034,14398557.69, 1075226.19,  965227.06, 1089543.44,  894771.33,  934355.48,  673302.79,  536400.71, 1289487.62,  854971.47, 1260750.18, 3238367.01,  632583.82,   14521.94,  907346.82,    8735.32,   20696.87
 2020035,14404713.66, 1075226.19,  965227.06, 1089543.44,  894771.33,  929594.16,  691571.48,  565098.47, 1277379.26,  854971.47, 1260750.18, 3231161.13,  615389.37,   17747.07,  905636.80,    7560.40,   20696.87
 2020036,14463157.12, 1075226.19,  965227.06, 1089543.44,  894771.33,  930402.88,  714546.12,  556822.84, 1230069.80,  854971.47, 1260750.18, 3235843.40,  626795.37,   18467.88,  983698.66,   12572.01,   11122.87
 2020037,14536961.69, 1075226.19,  965227.06, 1089543.44,  894771.33,  933150.24,  760831.60,  564528.84, 1242694.77,  854971.47, 1260750.18, 3235368.98,  627564.20,   23079.40,  981704.84,   13686.55,   11536.99
 2020038,14611615.10, 1075226.19,  965227.06, 1089543.44,  894771.33,  934099.92,  762690.79,  536376.58, 1290248.84,  854971.47, 1260750.18, 3239259.70,  638283.60,   26798.67, 1017458.01,   12002.00,   11559.44
 2020039,14661767.84, 1075226.19,  965227.06, 1089543.44,  894771.33,  934099.92,  768110.13,  549173.05, 1292339.82,  854971.47, 1260750.18, 3239515.85,  649260.33,   27854.07, 1035323.71,   12002.00,   11459.62
 2020040,14623781.23, 1075226.19,  965227.06, 1089543.44,  894771.33,  934099.92,  761129.91,  509682.76, 1319225.77,  854971.47, 1260485.39, 3235691.69,  662845.47,   19755.60, 1017333.33,    8555.79,   13078.58
 2020041,14658346.66, 1075226.19,  965227.06, 1089543.44,  894771.33,  934099.92,  729529.16,  510926.48, 1387151.69,  854971.47, 1260485.39, 3236655.01,  714241.07,   17110.04,  968090.51,    8204.64,    9951.27
 2020042,14537263.62, 1075226.19,  965227.06, 1089543.44,  894771.33,  934059.60,  639770.69,  512984.11, 1389140.42,  854971.47, 1260485.39, 3238591.03,  688172.23,   13590.50,  962848.14,    8204.64,    7464.10
 2020043,14576596.55, 1075226.19,  965227.06, 1089543.44,  894771.33,  933659.72,  602585.98,  536358.87, 1435492.81,  854971.47, 1260485.39, 3238217.49,  663496.56,   14324.95,  994288.72,    8204.64,    7464.10
 2020044,14497009.03, 1075226.19,  965227.06, 1089543.44,  894771.33,  918729.19,  554760.80,  515079.25, 1378303.54,  854971.47, 1260485.39, 3244158.42,  695853.88,   13808.59, 1025885.95,    1605.61,    6326.64
 2020045,14538083.74, 1075226.19,  965227.06, 1089543.44,  894771.33,  912288.10,  566402.71,  525781.77, 1410904.62,  854971.47, 1260485.39, 3243021.28,  681906.44,   19130.36, 1023281.21,    1605.61,   11208.93
 2020046,14599302.59, 1075226.19,  965227.06, 1089543.44,  894771.33,  914320.64,  605895.16,  530548.54, 1414732.47,  854971.47, 1260485.39, 3244397.49,  673815.31,   24063.36, 1037284.07,    1605.61,    9779.78
 2020047,14649351.93, 1075226.19,  965227.06, 1089543.44,  894771.33,  922328.45,  609740.52,  512567.49, 1442619.34,  854971.47, 1260485.39, 3243519.83,  685910.91,   22316.97, 1049238.90,    7842.80,   10518.94
 2020048,14650050.24, 1075226.19,  965227.06, 1089543.44,  894771.33,  922183.07,  597366.99,  515678.46, 1461205.04,  854971.47, 1260485.39, 3243315.06,  673302.83,   22316.97, 1049669.07,   11746.03,   10518.94
 2020049,14658608.90, 1075226.19,  965227.06, 1089543.44,  894771.33,  911662.42,  562153.55,  536705.68, 1470422.33,  854971.47, 1260485.39, 3245855.51,  685358.85,   16185.94, 1066145.55,   11132.95,   10003.81
 2020050,14660470.87, 1075226.19,  965227.06, 1089543.44,  894771.33,  888345.31,  555774.30,  539126.33, 1502236.33,  854971.47, 1260485.39, 3246817.44,  692709.87,   16361.25, 1055928.07,   10201.91,    9987.74
 2020051,14741700.68, 1075226.19,  965227.06, 1089543.44,  894771.33,  902488.46,  606180.08,  537126.51, 1484799.85,  854971.47, 1260485.39, 3247861.45,  691761.35,   25302.45, 1083599.43,   10273.57,    9448.45
 2020052,14873933.01, 1075226.19,  965227.06, 1089543.44,  894771.33,  905489.15,  643660.69,  534175.88, 1499156.08,  854971.47, 1260485.39, 3247861.45,  734765.40,   25302.45, 1120234.87,   10273.57,   10075.53
 2020053,14933243.55, 1075226.19,  965227.06, 1089543.44,  894771.33,  903890.23,  604877.32,  566358.63, 1526910.13,  854971.47, 1260485.39, 3249088.38,  773363.35,   25302.45, 1120234.87,   10273.57,   10075.53
 2020054,14872230.74, 1075226.19,  965227.06, 1089543.44,  894771.33,  892561.40,  576564.28,  592218.48, 1526910.13,  854971.47, 1260485.39, 3249167.61,  760341.95,   14240.19, 1104664.92,    4386.50,    8306.20
 2020055,14792500.39, 1075226.19,  965227.06, 1089543.44,  894771.33,  857734.68,  567234.23,  612311.35, 1526910.13,  854971.47, 1260485.39, 3249167.61,  742760.58,   15891.68, 1064833.98,    4386.50,    8306.20
 2020056,14749993.10, 1075226.19,  965227.06, 1089543.44,  894771.33,  845298.76,  565923.95,  568625.56, 1523954.20,  854971.47, 1260485.39, 3249224.18,  730868.79,   14240.54, 1095234.62,    3819.68,    9875.97
 2020057,14822933.91, 1075226.19,  965227.06, 1089543.44,  894771.33,  890096.01,  626122.18,  583074.93, 1463485.13,  854971.47, 1261418.66, 3249224.18,  742328.83,   16099.72, 1099330.96,      51.11,    9386.54
 2020058,14909061.56, 1075226.19,  965227.06, 1089543.44,  894771.33,  907511.20,  632650.65,  596020.62, 1468983.62,  854971.47, 1261418.66, 3249224.18,  755470.46,   24775.00, 1121946.89,      51.11,    8622.39
 2020059,14909061.56, 1075226.19,  965227.06, 1089543.44,  894771.33,  907511.20,  632650.65,  596020.62, 1468983.62,  854971.47, 1261418.66, 3249224.18,  755470.46,   24775.00, 1121946.89,      51.11,    8622.39
 2020060,14996784.85, 1075226.19,  965227.06, 1089543.44,  894771.33,  917918.84,  730360.26,  592202.25, 1461256.11,  854971.47, 1261418.66, 3249224.18,  750103.73,   29906.94, 1112883.65,      51.11,    9072.34
 2020061,15044664.77, 1075226.19,  965227.06, 1089543.44,  894771.33,  917918.84,  730360.26,  592202.25, 1481042.92,  854971.47, 1261418.66, 3249224.18,  757078.42,   29906.94, 1133513.27,      51.11,    9561.14
 2020062,15103057.16, 1075226.19,  965227.06, 1089543.44,  894771.33,  933115.26,  723786.11,  609082.44, 1477428.22,  854971.47, 1261418.66, 3249224.18,  796092.43,   29478.51, 1130580.92,      51.11,   10243.87
 2020063,15127884.23, 1075226.19,  965227.06, 1089543.44,  894771.33,  933236.81,  731864.50,  586771.20, 1488170.45,  854971.47, 1261418.66, 3249224.18,  814097.11,   29469.60, 1140931.07,      51.11,   10057.54
 2020064,15062460.67, 1075226.19,  965227.06, 1089543.44,  894771.33,  932974.53,  710342.53,  568199.98, 1475069.06,  854971.47, 1261418.66, 3249224.18,  811990.56,   30513.46, 1130674.20,      51.11,    9410.40
 2020065,15103695.80, 1075226.19,  965248.16, 1089543.44,  894771.33,  933995.50,  770639.39,  572513.93, 1430094.06,  854971.47, 1261451.62, 3249311.26,  827609.12,   26688.68, 1137480.84,      51.11,   11344.70
 2020066,14923981.09, 1075226.19,  965248.16, 1089543.44,  894771.33,  933860.38,  728864.03,  589734.89, 1365214.60,  854971.47, 1261451.62, 3248694.63,  807411.29,   25833.31, 1069004.95,      51.11,   11344.70
 2020067,14873037.23, 1075226.19,  965248.16, 1089543.44,  894771.33,  932120.87,  679366.94,  573852.59, 1380626.64,  854971.47, 1261451.62, 3249031.80,  796421.00,   26233.12, 1080594.95,      51.11,   10818.72
 2020068,14897085.03, 1075226.19,  965248.16, 1089543.44,  894771.33,  933452.57,  688914.18,  567656.23, 1407924.33,  854971.47, 1261451.62, 3249311.26,  789954.20,   29047.98, 1077847.44,      51.11,    9059.54
 2020069,14940301.77, 1075226.19,  965248.16, 1089543.44,  894771.33,  933578.21,  674080.15,  591596.66, 1482593.16,  854971.47, 1261451.62, 3249311.26,  803318.01,   17732.24, 1035135.26,      51.11,    9059.54
 2020070,14962448.65, 1075226.19,  965248.16, 1089543.44,  894771.33,  931743.51,  638126.17,  598022.72, 1492887.19,  854971.47, 1261451.62, 3249311.26,  821113.08,   14900.99, 1063352.63,      51.11,    9059.54
 2020071,15012925.00, 1075226.19,  965248.16, 1089543.44,  894771.33,  929326.93,  653592.07,  612770.75, 1512965.26,  854971.47, 1261451.62, 3249311.26,  823120.14,   14371.82, 1064382.88,      51.11,    9054.63
 2020072,14883706.42, 1075226.19,  965248.16, 1089543.44,  894771.33,  928268.34,  600620.59,  601489.43, 1514165.99,  854971.47, 1261451.62, 3249311.26,  798102.59,   14037.43, 1021958.48,      51.11,   11856.22
 2020073,14975072.82, 1075226.19,  965248.16, 1089543.44,  894771.33,  933239.98,  659030.93,  636526.16, 1550272.01,  854971.47, 1261451.62, 3249311.26,  748800.74,   14703.30, 1027178.84,      51.11,   12020.22
 2020074,14930168.12, 1075226.19,  965248.16, 1089543.44,  894771.33,  933468.40,  669127.46,  621853.16, 1544762.20,  854971.47, 1261451.62, 3249311.26,  712198.31,   15859.60, 1028676.23,      51.11,   10930.90
 2020075,14916511.66, 1075226.19,  965248.16, 1089543.44,  894771.33,  932895.15,  715144.12,  640124.51, 1514388.22,  854971.47, 1261451.62, 3249311.26,  665486.07,   15499.31, 1029702.07,      51.11,   10012.98
 2020076,14873547.67, 1075226.19,  965248.16, 1089543.44,  894771.33,  929702.11,  712023.65,  651965.74, 1490258.40,  854971.47, 1261451.62, 3249311.26,  652214.56,   12180.79, 1021928.62,      51.11,   10012.98
 2020077,14903716.13, 1075226.19,  965248.16, 1089543.44,  894771.33,  929493.63,  704682.07,  634248.22, 1542996.72,  854971.47, 1261451.62, 3249311.26,  626419.94,    9868.30, 1052683.99,      51.11,   10012.98
 2020078,14822710.31, 1075226.19,  965248.16, 1089543.44,  894771.33,  929667.32,  665925.63,  623162.47, 1519891.63,  854971.47, 1261451.62, 3249311.26,  601214.08,    9920.04, 1069631.38,      51.11,   10012.98
 2020079,14788919.28, 1075226.19,  965248.16, 1089543.44,  894771.33,  929653.45,  704079.59,  637278.84, 1459169.36,  854971.47, 1261451.62, 3249311.26,  572526.95,    9844.64, 1074893.68,      51.11,    8408.02
 2020080,14898654.03, 1075226.19,  965248.16, 1089543.44,  894771.33,  934128.07,  743772.87,  683552.23, 1491289.11,  854971.47, 1261451.62, 3249311.26,  548081.39,   12987.54, 1084785.33,      51.11,    6992.74
 2020081,14718867.75, 1075226.19,  965248.16, 1089543.44,  894771.33,  932986.84,  733475.28,  626538.77, 1460079.30,  854971.47, 1261451.62, 3249311.26,  511348.87,   11210.84, 1042208.72,      51.11,    7965.48
 2020082,14602176.55, 1075226.19,  965248.16, 1089543.44,  894771.33,  932861.51,  744565.04,  637728.65, 1413469.66,  854971.47, 1261451.62, 3249311.26,  503173.06,   11088.43,  961052.62,      51.11,    5457.69
 2020083,14496688.94, 1075226.19,  965248.16, 1089543.44,  894771.33,  927812.51,  689976.53,  643364.81, 1401095.32,  854971.47, 1261451.62, 3249311.26,  479617.44,    8942.78,  946786.00,      51.11,    6385.05
 2020084,14410146.92, 1075226.19,  965248.16, 1089543.44,  894771.33,  918570.43,  630559.28,  625606.60, 1420315.19,  854971.47, 1261451.62, 3249311.26,  468300.55,    9902.20,  937345.70,      51.11,    6838.47
 2020085,14296026.63, 1075226.19,  953296.16, 1089543.44,  894771.33,  911818.96,  617791.03,  634537.51, 1422486.62,  854971.47, 1261451.62, 3249311.26,  438344.98,    9321.40,  872718.90,      51.11,    8250.72
 2020086,14165162.43, 1075226.19,  952107.13, 1089543.44,  894579.14,  880082.44,  600164.64,  654177.64, 1385333.42,  854971.47, 1261451.62, 3249311.26,  435071.01,    9321.40,  813338.99,      51.11,    8250.72
 2020087,14160569.17, 1074705.80,  938334.71, 1089543.44,  894579.14,  880839.18,  607308.32,  663513.82, 1384329.20,  854971.47, 1261451.62, 3249311.26,  428535.96,    9321.40,  813338.99,      51.11,    8250.72
 2020088,14129633.48, 1074705.80,  938422.66, 1089543.44,  894579.14,  891694.50,  615594.14,  676767.46, 1354213.79,  854971.47, 1260203.99, 3249311.26,  395293.46,    9260.94,  817159.25,      51.11,    5660.18
 2020089,14237742.12, 1074705.80,  962419.44, 1088653.49,  894579.14,  911742.23,  641685.73,  709700.28, 1354213.79,  854971.47, 1260203.99, 3249311.26,  468589.07,   10065.00,  748998.18,      51.11,    5660.18
 2020090,14262063.19, 1074705.80,  962419.44, 1088653.49,  894579.14,  924233.61,  665764.72,  708684.72, 1310982.64,  854971.47, 1260203.99, 3249311.26,  502080.95,    9243.93,  748139.53,      51.11,    5875.36
 2020091,14280470.73, 1075226.19,  962427.78, 1088653.49,  894579.14,  928170.17,  682681.96,  706464.07, 1317274.60,  854971.47, 1260696.71, 3249311.26,  488023.09,    8687.23,  754996.31,      51.11,    6094.11
 2020092,14230200.32, 1075226.19,  961623.69, 1088653.49,  891129.50,  924133.81,  731401.20,  722593.28, 1317274.60,  854971.47, 1260696.71, 3249311.26,  455556.30,    8687.23,  680890.35,      51.11,    5822.47
 2020093,14126811.21, 1075226.19,  962699.88, 1088653.49,  891129.50,  923253.06,  760255.14,  716907.20, 1240452.17,  854971.47, 1238389.34, 3249311.26,  452813.19,   16944.60,  649638.84,      51.11,    3892.49
 2020094,13939939.00, 1075226.19,  962699.88, 1088653.49,  891129.50,  912503.97,  747146.93,  702091.10, 1140823.53,  854971.47, 1214458.62, 3249311.26,  434434.12,   16944.60,  643389.63,      51.11,    3892.49
 2020095,13865204.60, 1075226.19,  962699.88, 1088653.49,  891129.50,  911560.61,  710086.38,  662861.31, 1137138.86,  854971.47, 1217976.92, 3249311.26,  432379.30,   10735.82,  652481.03,      51.11,    5672.58
 2020096,13788801.42, 1075226.19,  963626.35, 1088653.49,  885511.83,  898650.12,  721355.24,  680529.23, 1109992.50,  854971.47, 1209151.85, 3249311.26,  429364.54,   10735.82,  606273.29,      51.11,    3128.23
 2020097,13867452.51, 1075226.19,  965005.04, 1088653.49,  885511.83,  902602.83,  756603.67,  671067.54, 1127940.15,  854971.47, 1208355.61, 3249311.26,  443158.74,   13384.83,  618994.56,      51.11,    4331.92
 2020098,14001149.68, 1075226.19,  965036.74, 1088868.85,  893061.48,  929676.63,  768402.40,  696962.22, 1145323.29,  854971.47, 1247530.54, 3249311.26,  478830.90,   12996.46,  588500.61,       0.00,    4331.92
 2020099,13968992.62, 1075226.19,  965036.74, 1088868.85,  893061.48,  929212.05,  732209.49,  676664.93, 1171587.02,  854971.47, 1247707.76, 3244643.38,  503909.38,   12996.46,  567312.89,       0.00,    3465.82
 2020100,13814476.42, 1075226.19,  965036.74, 1088868.85,  893061.48,  928206.40,  704608.61,  660756.05, 1116352.10,  854971.47, 1232802.81, 3249311.26,  501132.43,    9705.69,  528394.12,       0.00,    4002.59
 2020101,13706582.08, 1075226.19,  965036.74, 1088868.85,  893061.48,  927092.53,  691670.94,  654941.73, 1080689.47,  854971.47, 1230951.19, 3249311.26,  464537.95,    9485.92,  515131.25,       0.00,    3802.18
 2020102,13572390.06, 1075226.19,  965036.74, 1088868.85,  893061.48,  925446.17,  705833.48,  661654.27, 1031052.73,  854971.47, 1201825.44, 3249311.26,  430966.38,    7767.19,  475763.31,       0.00,    3802.18
 2020103,13416659.19, 1072496.50,  961181.85, 1073359.82,  874038.67,  913793.93,  705914.05,  665176.22, 1005318.07,  854971.47, 1183546.21, 3249193.17,  383364.43,    5296.89,  463231.53,       0.00,    3802.18
 2020104,13476199.83, 1072496.50,  961181.85, 1073359.82,  874038.67,  905246.02,  700489.77,  660131.57, 1053785.70,  854971.47, 1193463.53, 3249193.17,  384884.34,    7681.61,  479531.95,       0.00,    3802.18
 2020105,13498160.86, 1072496.50,  961162.92, 1073359.82,  874038.67,  918239.62,  700856.66,  667336.76, 1068670.95,  854971.47, 1193785.55, 3248507.47,  376796.10,    8628.74,  473574.47,       0.00,    3802.18
 2020106,13605604.41, 1074676.93,  964785.32, 1089541.25,  875255.48,  921952.42,  657148.15,  680831.27, 1115124.18,  854971.47, 1255154.01, 3246857.08,  382123.01,    9981.81,  471939.45,       0.00,    3382.04
 2020107,13311486.68, 1074676.93,  963765.89, 1086541.63,  885062.76,  908761.54,  597815.10,  673132.55, 1025508.23,  842001.31, 1199699.56, 3239263.72,  360769.41,    9497.40,  439900.61,       0.00,    3382.04
 2020108,13217010.07, 1072040.10,  963765.89, 1073847.75,  882237.04,  897108.54,  581743.11,  678969.91, 1014511.90,  838894.06, 1196286.66, 3236881.86,  343040.58,    9413.66,  423178.97,       0.00,    3382.04
 2020109,13226682.96, 1072040.10,  963765.89, 1087289.83,  886666.07,  903346.34,  549806.80,  653679.88, 1057623.13,  838894.06, 1199172.17, 3233064.74,  348426.63,    7999.45,  419933.87,       0.00,    3232.49
 2020110,13197073.99, 1072040.10,  963765.89, 1087289.83,  886666.07,  892583.01,  541878.93,  649369.79, 1059693.37,  838894.06, 1211565.98, 3233846.12,  338756.89,    7580.31,  408170.75,       0.00,    3232.49
 2020111,13092283.02, 1069838.62,  958852.96, 1082653.67,  869232.04,  863961.02,  524207.39,  671466.71, 1059411.13,  838492.51, 1224246.26, 3231029.59,  325362.40,    7235.16,  361367.67,       0.00,    3232.49
 2020112,13004490.42, 1070255.50,  958674.22, 1083970.26,  862260.90,  858302.11,  518197.44,  655408.82, 1015012.32,  839361.56, 1222987.35, 3236228.12,  310419.56,    7235.16,  361363.21,       0.00,    3185.44
 2020113,13331956.90, 1075195.87,  964081.95, 1089442.17,  861661.96,  861348.80,  589281.19,  699429.01, 1073589.96,  854765.00, 1256791.13, 3248991.02,  371572.53,    6759.92,  374935.77,       0.00,    2609.57
 2020114,13140231.26, 1075195.87,  961551.72, 1089442.17,  861661.96,  856958.24,  584841.59,  637791.25, 1030508.69,  854765.00, 1250010.62, 3246352.68,  354475.26,    7015.39,  325543.25,       0.00,    2609.57
 2020115,13079004.97, 1075195.87,  961551.72, 1089442.17,  861661.96,  863167.18,  587003.14,  652109.13,  985865.50,  854765.00, 1247594.59, 3249148.19,  332161.40,    8166.54,  307095.35,       0.00,    2609.57
 2020116,12820256.59, 1075195.87,  961551.72, 1085244.53,  853980.13,  828676.58,  539602.73,  646056.28,  933062.37,  851557.39, 1199640.36, 3244990.48,  333738.55,    8166.54,  254703.50,       0.00,    2609.57
 2020117,12784067.28, 1075195.87,  964020.41, 1086628.89,  854043.01,  833834.65,  533261.71,  641070.31,  914953.57,  851964.43, 1192880.61, 3244473.30,  322053.62,    8166.54,  257281.20,       0.00,    2609.57
 2020118,12807156.47, 1075195.87,  963709.00, 1086628.89,  854043.01,  831455.37,  547321.34,  599399.12,  964097.66,  851964.43, 1192418.39, 3245957.71,  321058.06,    6880.36,  263675.21,       0.00,    2609.57
 2020119,12867206.59, 1075195.87,  963709.00, 1086628.89,  854043.01,  838302.76,  544412.94,  650424.78,  983949.86,  851964.43, 1193552.15, 3245425.68,  327714.58,    5964.14,  242645.63,       0.00,    2609.57
 2020120,13227218.83, 1075195.87,  965200.80, 1088482.99,  850002.57,  881761.37,  625645.34,  783364.09, 1037088.33,  851267.53, 1213734.95, 3247210.32,  345256.25,    5964.14,  255189.86,       0.00,     147.02
 2020121,13086170.41, 1074832.44,  960445.67, 1083933.53,  848381.03,  859422.73,  584638.71,  765277.47,  997747.98,  850580.53, 1209745.98, 3247289.20,  338948.07,    5964.14,  257261.50,       0.00,     147.02
 2020122,13019031.08, 1074832.44,  962410.91, 1086088.88,  853661.99,  864065.86,  592974.11,  726652.45,  997747.98,  850580.53, 1196285.26, 3247736.56,  329873.38,    5964.14,  228473.12,       0.00,     124.58
 2020123,12926745.24, 1074832.44,  962643.38, 1086088.88,  853661.99,  858884.83,  576952.37,  709319.99,  988679.48,  850580.53, 1171342.26, 3248180.76,  330992.19,    4804.07,  208050.46,       0.00,     124.58
 2020124,12806200.04, 1074832.44,  962008.86, 1086088.88,  853661.99,  856971.58,  568908.77,  674528.74,  958574.51,  850580.53, 1159355.28, 3248180.76,  329296.14,    4571.06,  176959.09,       0.00,     124.58
 2020125,12741227.21, 1074832.44,  960428.54, 1089528.10,  887090.77,  869936.70,  565080.01,  698939.05,  920743.50,  837584.45, 1139858.09, 3248180.76,  305376.58,    4571.06,  137395.74,       0.00,     124.58
